order_id,product_id,add_to_cart_order,reordered,product_name,aisle_id,department_id
13.0,17330,1.0,0.0,Light,27,5
8329.0,17330,3.0,0.0,Light,27,5
13400.0,17330,2.0,0.0,Light,27,5
14187.0,17330,8.0,0.0,Light,27,5
21327.0,17330,3.0,0.0,Light,27,5
32222.0,17330,5.0,1.0,Light,27,5
38627.0,17330,1.0,1.0,Light,27,5
58695.0,17330,1.0,1.0,Light,27,5
78220.0,17330,4.0,1.0,Light,27,5
93263.0,17330,3.0,1.0,Light,27,5
101692.0,17330,1.0,0.0,Light,27,5
13.0,35419,3.0,0.0,"Handmade Vodka From Austin, Texas",124,5
4142.0,35419,9.0,0.0,"Handmade Vodka From Austin, Texas",124,5
7589.0,35419,4.0,1.0,"Handmade Vodka From Austin, Texas",124,5
8715.0,35419,1.0,1.0,"Handmade Vodka From Austin, Texas",124,5
12399.0,35419,3.0,1.0,"Handmade Vodka From Austin, Texas",124,5
22785.0,35419,2.0,1.0,"Handmade Vodka From Austin, Texas",124,5
24537.0,35419,3.0,0.0,"Handmade Vodka From Austin, Texas",124,5
25727.0,35419,2.0,0.0,"Handmade Vodka From Austin, Texas",124,5
27726.0,35419,6.0,1.0,"Handmade Vodka From Austin, Texas",124,5
28907.0,35419,7.0,1.0,"Handmade Vodka From Austin, Texas",124,5
30861.0,35419,1.0,0.0,"Handmade Vodka From Austin, Texas",124,5
32313.0,35419,11.0,0.0,"Handmade Vodka From Austin, Texas",124,5
32397.0,35419,1.0,1.0,"Handmade Vodka From Austin, Texas",124,5
33147.0,35419,4.0,0.0,"Handmade Vodka From Austin, Texas",124,5
35802.0,35419,15.0,1.0,"Handmade Vodka From Austin, Texas",124,5
39415.0,35419,14.0,0.0,"Handmade Vodka From Austin, Texas",124,5
40758.0,35419,3.0,0.0,"Handmade Vodka From Austin, Texas",124,5
48428.0,35419,16.0,0.0,"Handmade Vodka From Austin, Texas",124,5
57351.0,35419,8.0,0.0,"Handmade Vodka From Austin, Texas",124,5
58867.0,35419,2.0,0.0,"Handmade Vodka From Austin, Texas",124,5
59244.0,35419,25.0,0.0,"Handmade Vodka From Austin, Texas",124,5
61499.0,35419,2.0,1.0,"Handmade Vodka From Austin, Texas",124,5
63009.0,35419,1.0,0.0,"Handmade Vodka From Austin, Texas",124,5
64581.0,35419,1.0,1.0,"Handmade Vodka From Austin, Texas",124,5
72686.0,35419,1.0,1.0,"Handmade Vodka From Austin, Texas",124,5
73448.0,35419,16.0,1.0,"Handmade Vodka From Austin, Texas",124,5
75267.0,35419,4.0,1.0,"Handmade Vodka From Austin, Texas",124,5
75355.0,35419,1.0,1.0,"Handmade Vodka From Austin, Texas",124,5
77619.0,35419,2.0,1.0,"Handmade Vodka From Austin, Texas",124,5
83514.0,35419,30.0,0.0,"Handmade Vodka From Austin, Texas",124,5
86198.0,35419,8.0,0.0,"Handmade Vodka From Austin, Texas",124,5
86284.0,35419,4.0,1.0,"Handmade Vodka From Austin, Texas",124,5
88015.0,35419,3.0,1.0,"Handmade Vodka From Austin, Texas",124,5
90891.0,35419,5.0,0.0,"Handmade Vodka From Austin, Texas",124,5
96658.0,35419,3.0,1.0,"Handmade Vodka From Austin, Texas",124,5
97599.0,35419,21.0,0.0,"Handmade Vodka From Austin, Texas",124,5
97626.0,35419,1.0,1.0,"Handmade Vodka From Austin, Texas",124,5
97964.0,35419,19.0,0.0,"Handmade Vodka From Austin, Texas",124,5
101697.0,35419,2.0,1.0,"Handmade Vodka From Austin, Texas",124,5
101908.0,35419,9.0,1.0,"Handmade Vodka From Austin, Texas",124,5
103610.0,35419,4.0,0.0,"Handmade Vodka From Austin, Texas",124,5
191.0,24325,1.0,1.0,Noir Orange Liqueur & Cognac,124,5
5720.0,24325,5.0,1.0,Noir Orange Liqueur & Cognac,124,5
81909.0,24325,1.0,0.0,Noir Orange Liqueur & Cognac,124,5
91976.0,24325,3.0,0.0,Noir Orange Liqueur & Cognac,124,5
191.0,41391,2.0,1.0,Zinfandel,28,5
5720.0,41391,2.0,1.0,Zinfandel,28,5
7104.0,41391,4.0,0.0,Zinfandel,28,5
7713.0,41391,5.0,0.0,Zinfandel,28,5
9376.0,41391,14.0,0.0,Zinfandel,28,5
16996.0,41391,11.0,1.0,Zinfandel,28,5
24731.0,41391,26.0,1.0,Zinfandel,28,5
27933.0,41391,6.0,1.0,Zinfandel,28,5
31266.0,41391,12.0,0.0,Zinfandel,28,5
32152.0,41391,3.0,1.0,Zinfandel,28,5
32839.0,41391,3.0,1.0,Zinfandel,28,5
33718.0,41391,4.0,1.0,Zinfandel,28,5
40440.0,41391,4.0,1.0,Zinfandel,28,5
46099.0,41391,4.0,0.0,Zinfandel,28,5
46619.0,41391,2.0,1.0,Zinfandel,28,5
54500.0,41391,16.0,0.0,Zinfandel,28,5
55806.0,41391,2.0,1.0,Zinfandel,28,5
64291.0,41391,10.0,0.0,Zinfandel,28,5
68420.0,41391,1.0,1.0,Zinfandel,28,5
71762.0,41391,4.0,1.0,Zinfandel,28,5
75567.0,41391,22.0,0.0,Zinfandel,28,5
78220.0,41391,2.0,1.0,Zinfandel,28,5
84291.0,41391,1.0,1.0,Zinfandel,28,5
86284.0,41391,5.0,1.0,Zinfandel,28,5
98057.0,41391,4.0,0.0,Zinfandel,28,5
194.0,3149,1.0,0.0,Meritage Wine,28,5
194.0,16275,6.0,0.0,Bourbon Whiskey,124,5
3480.0,16275,20.0,0.0,Bourbon Whiskey,124,5
8181.0,16275,4.0,0.0,Bourbon Whiskey,124,5
12696.0,16275,5.0,0.0,Bourbon Whiskey,124,5
43694.0,16275,11.0,1.0,Bourbon Whiskey,124,5
57361.0,16275,14.0,0.0,Bourbon Whiskey,124,5
68822.0,16275,3.0,1.0,Bourbon Whiskey,124,5
77808.0,16275,12.0,0.0,Bourbon Whiskey,124,5
86745.0,16275,1.0,1.0,Bourbon Whiskey,124,5
98671.0,16275,4.0,0.0,Bourbon Whiskey,124,5
282.0,21338,2.0,1.0,Silver Tequila,124,5
1942.0,21338,2.0,0.0,Silver Tequila,124,5
8859.0,21338,6.0,1.0,Silver Tequila,124,5
12399.0,21338,9.0,0.0,Silver Tequila,124,5
19728.0,21338,1.0,0.0,Silver Tequila,124,5
22416.0,21338,2.0,1.0,Silver Tequila,124,5
29237.0,21338,2.0,1.0,Silver Tequila,124,5
50910.0,21338,1.0,0.0,Silver Tequila,124,5
52086.0,21338,3.0,1.0,Silver Tequila,124,5
54113.0,21338,1.0,0.0,Silver Tequila,124,5
55723.0,21338,5.0,1.0,Silver Tequila,124,5
55962.0,21338,6.0,1.0,Silver Tequila,124,5
67989.0,21338,14.0,0.0,Silver Tequila,124,5
68225.0,21338,3.0,1.0,Silver Tequila,124,5
74321.0,21338,6.0,1.0,Silver Tequila,124,5
77935.0,21338,2.0,1.0,Silver Tequila,124,5
86288.0,21338,3.0,0.0,Silver Tequila,124,5
89274.0,21338,3.0,1.0,Silver Tequila,124,5
91743.0,21338,6.0,0.0,Silver Tequila,124,5
282.0,23767,3.0,0.0,Imported Light Beer,27,5
18789.0,23767,1.0,1.0,Imported Light Beer,27,5
58297.0,23767,7.0,1.0,Imported Light Beer,27,5
75176.0,23767,1.0,0.0,Imported Light Beer,27,5
75730.0,23767,3.0,0.0,Imported Light Beer,27,5
76914.0,23767,2.0,0.0,Imported Light Beer,27,5
77687.0,23767,7.0,0.0,Imported Light Beer,27,5
101172.0,23767,2.0,1.0,Imported Light Beer,27,5
282.0,43892,4.0,0.0,Premium Belgian Lager,27,5
1990.0,43892,3.0,0.0,Premium Belgian Lager,27,5
3803.0,43892,2.0,1.0,Premium Belgian Lager,27,5
6864.0,43892,9.0,0.0,Premium Belgian Lager,27,5
10904.0,43892,4.0,0.0,Premium Belgian Lager,27,5
11596.0,43892,2.0,0.0,Premium Belgian Lager,27,5
17995.0,43892,1.0,0.0,Premium Belgian Lager,27,5
18483.0,43892,6.0,1.0,Premium Belgian Lager,27,5
21327.0,43892,2.0,1.0,Premium Belgian Lager,27,5
22104.0,43892,3.0,0.0,Premium Belgian Lager,27,5
24010.0,43892,10.0,1.0,Premium Belgian Lager,27,5
30921.0,43892,2.0,1.0,Premium Belgian Lager,27,5
34316.0,43892,11.0,1.0,Premium Belgian Lager,27,5
34438.0,43892,1.0,0.0,Premium Belgian Lager,27,5
36248.0,43892,3.0,1.0,Premium Belgian Lager,27,5
38686.0,43892,2.0,1.0,Premium Belgian Lager,27,5
47893.0,43892,3.0,1.0,Premium Belgian Lager,27,5
48599.0,43892,3.0,1.0,Premium Belgian Lager,27,5
51363.0,43892,3.0,1.0,Premium Belgian Lager,27,5
52647.0,43892,3.0,1.0,Premium Belgian Lager,27,5
54067.0,43892,5.0,0.0,Premium Belgian Lager,27,5
54284.0,43892,5.0,1.0,Premium Belgian Lager,27,5
55818.0,43892,2.0,0.0,Premium Belgian Lager,27,5
58653.0,43892,4.0,1.0,Premium Belgian Lager,27,5
58716.0,43892,7.0,1.0,Premium Belgian Lager,27,5
63022.0,43892,1.0,1.0,Premium Belgian Lager,27,5
63080.0,43892,1.0,0.0,Premium Belgian Lager,27,5
63671.0,43892,2.0,1.0,Premium Belgian Lager,27,5
69891.0,43892,7.0,0.0,Premium Belgian Lager,27,5
73803.0,43892,5.0,0.0,Premium Belgian Lager,27,5
77687.0,43892,6.0,1.0,Premium Belgian Lager,27,5
82199.0,43892,2.0,1.0,Premium Belgian Lager,27,5
94305.0,43892,1.0,0.0,Premium Belgian Lager,27,5
96248.0,43892,4.0,1.0,Premium Belgian Lager,27,5
103317.0,43892,2.0,1.0,Premium Belgian Lager,27,5
104065.0,43892,5.0,0.0,Premium Belgian Lager,27,5
283.0,21883,1.0,1.0,Irish Whiskey,124,5
457.0,21883,9.0,1.0,Irish Whiskey,124,5
21603.0,21883,3.0,1.0,Irish Whiskey,124,5
23371.0,21883,8.0,1.0,Irish Whiskey,124,5
31830.0,21883,2.0,0.0,Irish Whiskey,124,5
35537.0,21883,9.0,0.0,Irish Whiskey,124,5
35852.0,21883,2.0,1.0,Irish Whiskey,124,5
47405.0,21883,1.0,1.0,Irish Whiskey,124,5
47785.0,21883,2.0,0.0,Irish Whiskey,124,5
48501.0,21883,5.0,1.0,Irish Whiskey,124,5
49988.0,21883,17.0,1.0,Irish Whiskey,124,5
52154.0,21883,1.0,0.0,Irish Whiskey,124,5
52312.0,21883,3.0,1.0,Irish Whiskey,124,5
54168.0,21883,1.0,1.0,Irish Whiskey,124,5
55089.0,21883,1.0,1.0,Irish Whiskey,124,5
57647.0,21883,27.0,1.0,Irish Whiskey,124,5
66048.0,21883,2.0,1.0,Irish Whiskey,124,5
69891.0,21883,4.0,0.0,Irish Whiskey,124,5
74321.0,21883,7.0,1.0,Irish Whiskey,124,5
84736.0,21883,4.0,1.0,Irish Whiskey,124,5
88054.0,21883,4.0,0.0,Irish Whiskey,124,5
89600.0,21883,1.0,1.0,Irish Whiskey,124,5
89669.0,21883,7.0,0.0,Irish Whiskey,124,5
101486.0,21883,2.0,1.0,Irish Whiskey,124,5
103140.0,21883,20.0,0.0,Irish Whiskey,124,5
104365.0,21883,8.0,1.0,Irish Whiskey,124,5
283.0,41131,3.0,0.0,India Pale Ale,27,5
495.0,41131,3.0,1.0,India Pale Ale,27,5
1418.0,41131,3.0,1.0,India Pale Ale,27,5
1946.0,41131,3.0,1.0,India Pale Ale,27,5
2836.0,41131,2.0,1.0,India Pale Ale,27,5
3120.0,41131,4.0,0.0,India Pale Ale,27,5
3543.0,41131,1.0,1.0,India Pale Ale,27,5
4796.0,41131,3.0,1.0,India Pale Ale,27,5
5250.0,41131,2.0,0.0,India Pale Ale,27,5
5949.0,41131,7.0,0.0,India Pale Ale,27,5
6071.0,41131,4.0,0.0,India Pale Ale,27,5
6142.0,41131,10.0,0.0,India Pale Ale,27,5
6326.0,41131,2.0,1.0,India Pale Ale,27,5
6478.0,41131,1.0,0.0,India Pale Ale,27,5
8329.0,41131,1.0,1.0,India Pale Ale,27,5
8575.0,41131,1.0,1.0,India Pale Ale,27,5
8635.0,41131,1.0,1.0,India Pale Ale,27,5
8868.0,41131,2.0,1.0,India Pale Ale,27,5
9576.0,41131,5.0,1.0,India Pale Ale,27,5
9655.0,41131,1.0,1.0,India Pale Ale,27,5
10076.0,41131,1.0,1.0,India Pale Ale,27,5
10096.0,41131,3.0,1.0,India Pale Ale,27,5
10855.0,41131,1.0,1.0,India Pale Ale,27,5
10904.0,41131,2.0,1.0,India Pale Ale,27,5
11596.0,41131,1.0,1.0,India Pale Ale,27,5
11701.0,41131,9.0,0.0,India Pale Ale,27,5
11844.0,41131,1.0,1.0,India Pale Ale,27,5
12239.0,41131,2.0,1.0,India Pale Ale,27,5
12683.0,41131,10.0,1.0,India Pale Ale,27,5
13370.0,41131,2.0,1.0,India Pale Ale,27,5
14930.0,41131,1.0,1.0,India Pale Ale,27,5
16925.0,41131,6.0,1.0,India Pale Ale,27,5
17228.0,41131,1.0,1.0,India Pale Ale,27,5
18537.0,41131,13.0,1.0,India Pale Ale,27,5
18865.0,41131,1.0,1.0,India Pale Ale,27,5
21249.0,41131,5.0,0.0,India Pale Ale,27,5
23333.0,41131,1.0,1.0,India Pale Ale,27,5
23752.0,41131,4.0,1.0,India Pale Ale,27,5
25717.0,41131,4.0,0.0,India Pale Ale,27,5
28481.0,41131,4.0,0.0,India Pale Ale,27,5
29767.0,41131,2.0,0.0,India Pale Ale,27,5
30921.0,41131,3.0,1.0,India Pale Ale,27,5
31266.0,41131,2.0,1.0,India Pale Ale,27,5
33838.0,41131,1.0,1.0,India Pale Ale,27,5
34368.0,41131,2.0,0.0,India Pale Ale,27,5
34721.0,41131,2.0,0.0,India Pale Ale,27,5
35114.0,41131,12.0,0.0,India Pale Ale,27,5
35839.0,41131,2.0,1.0,India Pale Ale,27,5
36207.0,41131,1.0,0.0,India Pale Ale,27,5
36248.0,41131,1.0,1.0,India Pale Ale,27,5
36309.0,41131,14.0,1.0,India Pale Ale,27,5
36381.0,41131,3.0,1.0,India Pale Ale,27,5
36654.0,41131,3.0,1.0,India Pale Ale,27,5
37373.0,41131,2.0,1.0,India Pale Ale,27,5
38686.0,41131,1.0,1.0,India Pale Ale,27,5
39297.0,41131,2.0,0.0,India Pale Ale,27,5
40723.0,41131,4.0,0.0,India Pale Ale,27,5
42626.0,41131,4.0,0.0,India Pale Ale,27,5
44549.0,41131,4.0,1.0,India Pale Ale,27,5
44612.0,41131,2.0,0.0,India Pale Ale,27,5
46751.0,41131,1.0,1.0,India Pale Ale,27,5
47722.0,41131,5.0,1.0,India Pale Ale,27,5
47893.0,41131,2.0,1.0,India Pale Ale,27,5
48436.0,41131,4.0,0.0,India Pale Ale,27,5
48470.0,41131,2.0,1.0,India Pale Ale,27,5
48501.0,41131,9.0,1.0,India Pale Ale,27,5
48599.0,41131,2.0,1.0,India Pale Ale,27,5
49641.0,41131,2.0,1.0,India Pale Ale,27,5
51288.0,41131,2.0,1.0,India Pale Ale,27,5
51672.0,41131,5.0,1.0,India Pale Ale,27,5
52263.0,41131,1.0,1.0,India Pale Ale,27,5
53358.0,41131,1.0,0.0,India Pale Ale,27,5
53893.0,41131,6.0,1.0,India Pale Ale,27,5
54067.0,41131,3.0,1.0,India Pale Ale,27,5
54284.0,41131,2.0,1.0,India Pale Ale,27,5
55596.0,41131,3.0,1.0,India Pale Ale,27,5
55962.0,41131,8.0,1.0,India Pale Ale,27,5
56340.0,41131,11.0,1.0,India Pale Ale,27,5
58221.0,41131,23.0,1.0,India Pale Ale,27,5
58653.0,41131,1.0,1.0,India Pale Ale,27,5
58716.0,41131,1.0,1.0,India Pale Ale,27,5
59156.0,41131,9.0,1.0,India Pale Ale,27,5
60022.0,41131,3.0,1.0,India Pale Ale,27,5
61769.0,41131,1.0,1.0,India Pale Ale,27,5
62373.0,41131,2.0,0.0,India Pale Ale,27,5
62781.0,41131,1.0,1.0,India Pale Ale,27,5
63022.0,41131,12.0,1.0,India Pale Ale,27,5
65169.0,41131,3.0,1.0,India Pale Ale,27,5
65393.0,41131,4.0,1.0,India Pale Ale,27,5
65915.0,41131,5.0,1.0,India Pale Ale,27,5
67897.0,41131,7.0,1.0,India Pale Ale,27,5
69154.0,41131,3.0,1.0,India Pale Ale,27,5
69714.0,41131,1.0,1.0,India Pale Ale,27,5
69956.0,41131,1.0,0.0,India Pale Ale,27,5
71010.0,41131,2.0,0.0,India Pale Ale,27,5
71463.0,41131,6.0,0.0,India Pale Ale,27,5
71698.0,41131,5.0,0.0,India Pale Ale,27,5
73813.0,41131,12.0,0.0,India Pale Ale,27,5
75355.0,41131,3.0,1.0,India Pale Ale,27,5
75619.0,41131,1.0,1.0,India Pale Ale,27,5
76209.0,41131,2.0,1.0,India Pale Ale,27,5
76852.0,41131,1.0,0.0,India Pale Ale,27,5
77541.0,41131,1.0,1.0,India Pale Ale,27,5
77905.0,41131,3.0,1.0,India Pale Ale,27,5
78487.0,41131,2.0,1.0,India Pale Ale,27,5
79608.0,41131,1.0,1.0,India Pale Ale,27,5
79803.0,41131,1.0,1.0,India Pale Ale,27,5
80007.0,41131,1.0,1.0,India Pale Ale,27,5
81332.0,41131,4.0,1.0,India Pale Ale,27,5
82199.0,41131,7.0,1.0,India Pale Ale,27,5
82283.0,41131,4.0,1.0,India Pale Ale,27,5
82366.0,41131,3.0,1.0,India Pale Ale,27,5
83023.0,41131,3.0,1.0,India Pale Ale,27,5
83601.0,41131,1.0,0.0,India Pale Ale,27,5
85996.0,41131,6.0,1.0,India Pale Ale,27,5
87673.0,41131,5.0,1.0,India Pale Ale,27,5
89459.0,41131,3.0,1.0,India Pale Ale,27,5
90510.0,41131,2.0,0.0,India Pale Ale,27,5
91309.0,41131,3.0,0.0,India Pale Ale,27,5
91748.0,41131,11.0,1.0,India Pale Ale,27,5
94695.0,41131,6.0,1.0,India Pale Ale,27,5
95234.0,41131,2.0,1.0,India Pale Ale,27,5
95475.0,41131,17.0,1.0,India Pale Ale,27,5
95555.0,41131,2.0,1.0,India Pale Ale,27,5
96142.0,41131,2.0,1.0,India Pale Ale,27,5
96248.0,41131,1.0,1.0,India Pale Ale,27,5
97154.0,41131,3.0,1.0,India Pale Ale,27,5
97472.0,41131,1.0,1.0,India Pale Ale,27,5
100175.0,41131,3.0,1.0,India Pale Ale,27,5
100265.0,41131,2.0,1.0,India Pale Ale,27,5
102646.0,41131,1.0,1.0,India Pale Ale,27,5
102866.0,41131,1.0,1.0,India Pale Ale,27,5
103472.0,41131,1.0,1.0,India Pale Ale,27,5
103563.0,41131,2.0,1.0,India Pale Ale,27,5
104740.0,41131,9.0,1.0,India Pale Ale,27,5
105202.0,41131,1.0,1.0,India Pale Ale,27,5
446.0,28442,1.0,0.0,Coronita Beer Extra,27,5
39591.0,28442,2.0,1.0,Coronita Beer Extra,27,5
41279.0,28442,2.0,0.0,Coronita Beer Extra,27,5
54284.0,28442,4.0,0.0,Coronita Beer Extra,27,5
58716.0,28442,6.0,1.0,Coronita Beer Extra,27,5
566.0,33065,4.0,1.0,Cabernet Sauvignon,28,5
1896.0,33065,1.0,1.0,Cabernet Sauvignon,28,5
2067.0,33065,8.0,0.0,Cabernet Sauvignon,28,5
3387.0,33065,1.0,0.0,Cabernet Sauvignon,28,5
3779.0,33065,8.0,1.0,Cabernet Sauvignon,28,5
5907.0,33065,12.0,1.0,Cabernet Sauvignon,28,5
6151.0,33065,1.0,0.0,Cabernet Sauvignon,28,5
7104.0,33065,3.0,0.0,Cabernet Sauvignon,28,5
7164.0,33065,2.0,0.0,Cabernet Sauvignon,28,5
7376.0,33065,2.0,0.0,Cabernet Sauvignon,28,5
7902.0,33065,1.0,1.0,Cabernet Sauvignon,28,5
8723.0,33065,7.0,1.0,Cabernet Sauvignon,28,5
9201.0,33065,1.0,1.0,Cabernet Sauvignon,28,5
9457.0,33065,8.0,0.0,Cabernet Sauvignon,28,5
9576.0,33065,4.0,1.0,Cabernet Sauvignon,28,5
9663.0,33065,4.0,0.0,Cabernet Sauvignon,28,5
9708.0,33065,1.0,0.0,Cabernet Sauvignon,28,5
9994.0,33065,2.0,1.0,Cabernet Sauvignon,28,5
11886.0,33065,4.0,0.0,Cabernet Sauvignon,28,5
